#Exponential Decay
#TE=5,	TI=7,	cmax=1,	eta=0.001
#t,	NE,	NI
1176	0.006	0.0018
1177	0.0228	0.0062
1178	0.147	0.035
1179	0.3704	0.097
1180	0.2426	0.059
1181	0.236	0.06
1182	0.1344	0.034
1183	0.0692	0.017
1184	0.0308	0.0078
1185	0.012	0.0044
1186	0.004	0.0014
1187	0.0024	0.001
1188	0.0006	0.0002
1189	0.001	0
1190	0.0422	0.0102
1191	0.2928	0.0764
1192	0.2692	0.0694
1193	0.2394	0.0556
1194	0.1642	0.0406
1195	0.0794	0.0198
1196	0.0346	0.0094
1197	0.0158	0.0036
1198	0.0062	0.0014
1199	0.0016	0.0008
1200	0.0008	0
1201	0.0008	0.0006
1202	0.0034	0.002
1203	0.0092	0.003
1204	0.0838	0.0234
1205	0.2114	0.052
1206	0.32	0.0776
1207	0.3216	0.0816
1208	0.2274	0.0552
1209	0.1354	0.0348
1210	0.0712	0.0176
1211	0.034	0.007
1212	0.0154	0.0032
1213	0.0056	0.0016
1214	0.0028	0.0008
1215	0.0032	0.0008
1216	0.0082	0.0008
1217	0.0324	0.0054
1218	0.4146	0.1018
1219	0.373	0.092
1220	0.2804	0.0692
1221	0.157	0.0366
1222	0.075	0.016
1223	0.0298	0.0076
1224	0.0108	0.0028
1225	0.0034	0.0008
1226	0.002	0.0008
1227	0.0014	0
1228	0.0008	0.0002
1229	0.0028	0.0008
1230	0.015	0.0032
1231	0.2612	0.0646
1232	0.3846	0.0926
1233	0.3452	0.0826
1234	0.2772	0.0666
1235	0.169	0.0428
1236	0.0836	0.0204
1237	0.0366	0.0094
1238	0.0162	0.003
1239	0.0058	0.0008
1240	0.0028	0.0004
1241	0.0006	0.0002
1242	0.0024	0
1243	0.0262	0.005
1244	0.3518	0.0872
1245	0.359	0.0878
1246	0.3412	0.0858
1247	0.207	0.0544
1248	0.1086	0.0272
1249	0.0522	0.0132
1250	0.0234	0.0058
1251	0.0086	0.0022
1252	0.0034	0.0008
1253	0.0016	0.0008
1254	0.0004	0.0004
1255	0.006	0.002
1256	0.0352	0.0104
1257	0.2068	0.0512
1258	0.3412	0.0874
1259	0.2498	0.062
1260	0.1352	0.0316
1261	0.067	0.0168
1262	0.0314	0.0098
1263	0.0104	0.0034
1264	0.005	0.0014
1265	0.002	0.0004
1266	0.001	0.0002
1267	0.0022	0
1268	0.0016	0.0004
1269	0.0032	0.0016
1270	0.0438	0.0072
1271	0.5436	0.1348
1272	0.3904	0.0998
1273	0.175	0.0414
1274	0.086	0.0184
1275	0.0368	0.0074
1276	0.0136	0.0042
1277	0.0062	0.001
1278	0.0032	0.0004
1279	0.0008	0.0002
1280	0.0006	0
1281	0.0006	0.0002
1282	0.0012	0.0002
1283	0.0012	0.0008
1284	0.0034	0.0004
1285	0.0508	0.0152
1286	0.1842	0.0502
1287	0.2116	0.0564
1288	0.1922	0.0504
1289	0.1872	0.0484
1290	0.1268	0.0312
1291	0.0712	0.017
1292	0.036	0.0082
1293	0.0172	0.004
1294	0.0076	0.0014
1295	0.0024	0.0004
1296	0.0024	0.001
1297	0.0116	0.0026
1298	0.08	0.0196
1299	0.291	0.0694
1300	0.43	0.105
1301	0.3646	0.096
1302	0.2158	0.053
1303	0.1158	0.0274
1304	0.054	0.0138
1305	0.0244	0.005
1306	0.0086	0.0028
1307	0.0026	0.0022
1308	0.0006	0.0004
1309	0.0004	0.0006
1310	0.0018	0.0006
1311	0.0038	0.0016
1312	0.0298	0.0104
1313	0.1068	0.028
1314	0.2182	0.0526
1315	0.357	0.0878
1316	0.3632	0.0848
1317	0.289	0.0706
1318	0.1624	0.0378
1319	0.0836	0.0216
1320	0.037	0.0094
1321	0.0178	0.0038
1322	0.0092	0.0014
1323	0.0046	0.0008
1324	0.0046	0.0006
1325	0.0044	0.0012
1326	0.0146	0.0058
1327	0.1128	0.0228
1328	0.5136	0.127
1329	0.3438	0.0846
1330	0.2314	0.0586
1331	0.1222	0.0286
1332	0.0536	0.012
1333	0.0176	0.005
1334	0.0084	0.0022
1335	0.0032	0.0004
1336	0.0022	0.0002
1337	0.0012	0
1338	0.0012	0
1339	0.0078	0.0018
1340	0.1344	0.0288
1341	0.5134	0.1302
1342	0.3216	0.0814
1343	0.1796	0.0458
1344	0.09	0.0224
1345	0.0378	0.008
1346	0.015	0.0026
1347	0.005	0.0012
1348	0.0012	0.0008
1349	0.001	0.0002
1350	0.0006	0.0002
1351	0.001	0.0002
1352	0.0032	0.0002
1353	0.0218	0.007
1354	0.181	0.0416
1355	0.433	0.1092
1356	0.3154	0.0798
1357	0.1994	0.0486
1358	0.1016	0.0248
1359	0.0456	0.0102
1360	0.0156	0.0034
1361	0.0054	0.0014
1362	0.002	0.0002
1363	0.0014	0.0002
1364	0.0008	0.0006
1365	0.0002	0.0002
1366	0.0022	0.0006
1367	0.005	0.0018
1368	0.0622	0.0176
1369	0.2002	0.0438
1370	0.4692	0.1134
1371	0.348	0.0858
1372	0.1998	0.048
1373	0.1058	0.0224
1374	0.0488	0.01
1375	0.0202	0.0034
1376	0.0076	0.0014
1377	0.0038	0.001
1378	0.0018	0.0004
1379	0.0004	0.0006
1380	0.0014	0.0002
1381	0.0046	0.001
1382	0.081	0.0188
1383	0.3932	0.0966
1384	0.3572	0.0874
1385	0.2554	0.0612
1386	0.158	0.0372
1387	0.08	0.0162
1388	0.0332	0.0078
1389	0.0102	0.0028
1390	0.0036	0.0014
1391	0.0014	0.0006
1392	0.002	0.0002
1393	0.0014	0.0008
1394	0.0046	0.0022
1395	0.0194	0.0072
1396	0.0808	0.0214
1397	0.2072	0.0502
1398	0.3114	0.0802
1399	0.2224	0.0572
1400	0.1456	0.038
1401	0.078	0.023
1402	0.0342	0.0078
1403	0.0158	0.0034
1404	0.0062	0.0014
1405	0.0036	0.001
1406	0.0022	0.0008
1407	0.0012	0.0006
1408	0.0024	0.0008
1409	0.0138	0.004
1410	0.1314	0.0334
1411	0.2752	0.069
1412	0.3612	0.0894
1413	0.2744	0.07
1414	0.2032	0.049
1415	0.1158	0.0274
1416	0.0556	0.0164
1417	0.02	0.006
1418	0.0082	0.0028
1419	0.0034	0.001
1420	0.0016	0.0004
1421	0.003	0.001
1422	0.0068	0.0016
1423	0.0608	0.0148
1424	0.2764	0.0672
1425	0.397	0.0962
1426	0.3122	0.0746
1427	0.1954	0.0462
1428	0.0992	0.0228
1429	0.0502	0.0124
1430	0.0188	0.005
1431	0.008	0.002
1432	0.0036	0.001
1433	0.0022	0.0002
1434	0.0014	0.0002
1435	0.002	0.0006
1436	0.0108	0.0036
1437	0.1064	0.0256
1438	0.321	0.0808
1439	0.3038	0.071
1440	0.2852	0.069
1441	0.18	0.0442
1442	0.1056	0.0284
1443	0.0516	0.0146
1444	0.021	0.0054
1445	0.0076	0.0022
1446	0.0036	0.001
1447	0.0018	0.0008
1448	0.0006	0.0006
1449	0.0122	0.0038
1450	0.062	0.016
1451	0.2032	0.0518
1452	0.2608	0.0632
1453	0.3382	0.0912
1454	0.1864	0.0456
1455	0.1106	0.0262
1456	0.0524	0.0116
1457	0.0252	0.0074
1458	0.0102	0.0028
1459	0.0046	0.0008
1460	0.0022	0.0006
1461	0.0018	0.0004
1462	0.0036	0.001
1463	0.004	0.0008
1464	0.0518	0.0122
1465	0.3346	0.0854
1466	0.26	0.0678
1467	0.2446	0.063
1468	0.1862	0.0482
1469	0.094	0.0254
1470	0.0474	0.0132
1471	0.0192	0.0054
1472	0.0074	0.0016
1473	0.0026	0.0002
1474	0.0012	0
1475	0.0012	0
1476	0.0158	0.0044
1477	0.1062	0.03
1478	0.186	0.0462
1479	0.2736	0.0764
1480	0.1588	0.0382
1481	0.1116	0.0284
1482	0.06	0.013
1483	0.029	0.0048
1484	0.0136	0.0018
1485	0.0072	0.0012
1486	0.002	0.0004
1487	0.0014	0.0002
1488	0.0022	0.0006
1489	0.0042	0.001
1490	0.0306	0.0076
1491	0.2556	0.0656
1492	0.2896	0.0716
1493	0.2972	0.0736
1494	0.1796	0.0446
1495	0.101	0.0272
1496	0.0512	0.0138
1497	0.023	0.0058
1498	0.0104	0.0018
1499	0.0048	0.0008
1500	0.0022	0.0006
1501	0.0016	0.0004
1502	0.0048	0.0008
1503	0.0222	0.0042
1504	0.3456	0.0828
1505	0.4214	0.1028
1506	0.3406	0.0868
1507	0.1932	0.046
1508	0.0904	0.0212
1509	0.0368	0.0092
1510	0.0158	0.0042
1511	0.0058	0.0012
1512	0.002	0.0006
1513	0.001	0.0002
1514	0.0016	0.0004
1515	0.001	0.0002
1516	0.0032	0.0006
1517	0.0468	0.0122
1518	0.292	0.073
1519	0.3348	0.0808
1520	0.2602	0.0648
1521	0.1392	0.0382
1522	0.069	0.0154
1523	0.0334	0.0056
1524	0.0128	0.0022
1525	0.0046	0.0008
1526	0.0018	0
1527	0.0012	0.0002
1528	0.0004	0
1529	0.0026	0.0002
1530	0.0066	0.0014
1531	0.1412	0.0304
1532	0.5012	0.1262
1533	0.3428	0.0842
1534	0.2466	0.0594
1535	0.1356	0.033
1536	0.0642	0.0152
1537	0.0216	0.0064
1538	0.0076	0.0028
1539	0.0032	0.0004
1540	0.0018	0.0002
1541	0.0016	0.0002
1542	0.0008	0.0002
1543	0.009	0.0022
1544	0.1594	0.0404
1545	0.329	0.0802
1546	0.3872	0.0958
1547	0.3082	0.0766
1548	0.1728	0.0418
1549	0.0866	0.0214
1550	0.0324	0.0086
1551	0.0116	0.0036
1552	0.0048	0.0018
1553	0.0032	0.0008
1554	0.0018	0.0002
1555	0.001	0
1556	0.004	0.0012
1557	0.0132	0.0034
1558	0.1758	0.0472
1559	0.2238	0.0588
1560	0.1822	0.0492
1561	0.1072	0.0258
1562	0.0644	0.0154
1563	0.0342	0.0076
1564	0.0146	0.0036
1565	0.0064	0.0018
1566	0.0034	0.0004
1567	0.0018	0.0004
1568	0.0012	0.0002
1569	0.0022	0.0002
1570	0.0178	0.0038
1571	0.3092	0.079
1572	0.3072	0.0776
1573	0.2862	0.0698
1574	0.1674	0.0404
1575	0.0896	0.0206
1576	0.0354	0.009
1577	0.0166	0.0042
1578	0.0064	0.0014
1579	0.004	0.0004
1580	0.0014	0.0004
1581	0.0006	0.0002
1582	0.0028	0.0008
1583	0.0104	0.0036
1584	0.0986	0.0272
1585	0.1962	0.0506
1586	0.2836	0.067
1587	0.3094	0.0742
1588	0.2268	0.0562
1589	0.1626	0.0418
1590	0.0906	0.0222
1591	0.043	0.012
1592	0.0196	0.0046
1593	0.0072	0.0022
1594	0.0048	0.001
1595	0.0048	0.001
1596	0.0084	0.0026
1597	0.0198	0.0032
1598	0.2782	0.0736
1599	0.246	0.0608
1600	0.2398	0.0604
1601	0.153	0.0372
1602	0.0914	0.021
1603	0.0418	0.008
1604	0.0194	0.0038
1605	0.0074	0.0024
1606	0.004	0.0008
1607	0.0012	0.0002
1608	0.0008	0.0004
1609	0.0062	0.0016
1610	0.03	0.0084
1611	0.251	0.0636
1612	0.3098	0.075
1613	0.2818	0.0688
1614	0.2104	0.051
1615	0.1144	0.0256
1616	0.0582	0.0132
1617	0.0262	0.0052
1618	0.0086	0.0018
1619	0.0032	0.0006
1620	0.0012	0.0004
1621	0.0014	0.0006
1622	0.0032	0.0008
1623	0.0246	0.0072
1624	0.2336	0.0548
1625	0.4378	0.107
1626	0.334	0.084
1627	0.201	0.0498
1628	0.1036	0.0236
1629	0.0448	0.0106
1630	0.0196	0.003
1631	0.0076	0.0006
1632	0.0018	0.0004
1633	0.0012	0.0006
1634	0.001	0
1635	0.0004	0.0002
1636	0.003	0.0006
1637	0.0164	0.004
1638	0.2288	0.0526
1639	0.4628	0.1192
1640	0.2676	0.067
1641	0.1792	0.0424
1642	0.0914	0.0242
1643	0.041	0.0104
1644	0.0152	0.0042
1645	0.0066	0.0014
1646	0.0036	0.0006
1647	0.0018	0.0004
1648	0.0008	0.0002
1649	0.0008	0.0004
1650	0.0076	0.0018
1651	0.1224	0.0292
1652	0.3898	0.0944
1653	0.4554	0.1166
1654	0.276	0.0676
1655	0.1814	0.0442
1656	0.0902	0.0198
1657	0.0404	0.009
1658	0.0156	0.0044
1659	0.0056	0.0016
1660	0.0026	0.001
1661	0.0004	0.0004
1662	0.0014	0
1663	0.0022	0.0004
1664	0.0158	0.0054
1665	0.1336	0.0316
1666	0.3378	0.083
1667	0.321	0.075
1668	0.2024	0.046
1669	0.1214	0.028
1670	0.0576	0.0136
1671	0.0262	0.0054
1672	0.0088	0.0022
1673	0.0032	0.0008
1674	0.003	0
1675	0.0012	0.0002
1676	0.0016	0
1677	0.0046	0.0004
1678	0.0632	0.0154
1679	0.326	0.0812
1680	0.3228	0.0802
1681	0.3116	0.08
1682	0.1652	0.0406
1683	0.0884	0.0198
1684	0.04	0.0094
1685	0.0146	0.004
1686	0.0058	0.0022
1687	0.0026	0.0008
1688	0.0016	0.0008
1689	0.0004	0
1690	0.0024	0.0008
1691	0.005	0.0008
1692	0.0884	0.0194
1693	0.4212	0.1106
1694	0.2758	0.07
1695	0.2128	0.0486
1696	0.1206	0.0258
1697	0.0568	0.0124
1698	0.023	0.0046
1699	0.0074	0.0016
1700	0.0028	0.0008
1701	0.002	0.0004
1702	0.001	0.0002
1703	0.0006	0.0002
1704	0.0106	0.0014
1705	0.1826	0.046
1706	0.3438	0.0882
1707	0.2728	0.0694
1708	0.2002	0.05
1709	0.1266	0.0322
1710	0.0646	0.0144
1711	0.0304	0.0068
1712	0.0118	0.0026
1713	0.0042	0.0006
1714	0.0014	0
1715	0.0012	0.0004
1716	0.0018	0.0004
1717	0.0184	0.005
1718	0.12	0.033
1719	0.1916	0.0536
1720	0.122	0.0326
1721	0.0894	0.024
1722	0.0544	0.0134
1723	0.0274	0.0066
1724	0.0144	0.0036
1725	0.0064	0.001
1726	0.0038	0.0006
1727	0.0018	0.0006
1728	0.0024	0.001
1729	0.0046	0.0014
1730	0.0148	0.005
1731	0.0914	0.0262
1732	0.2092	0.0526
1733	0.2742	0.0704
1734	0.2116	0.0582
1735	0.1052	0.0266
1736	0.0572	0.0134
1737	0.027	0.0056
1738	0.0136	0.0024
1739	0.006	0.001
1740	0.0028	0.0008
1741	0.0026	0.0002
1742	0.001	0.0002
1743	0.0018	0.0006
1744	0.004	0.0016
1745	0.0566	0.0116
1746	0.404	0.1006
1747	0.3606	0.0876
1748	0.2954	0.0724
1749	0.1548	0.0384
1750	0.076	0.02
1751	0.0324	0.0086
1752	0.014	0.0036
1753	0.0048	0.001
1754	0.0026	0.0002
1755	0.001	0.0006
1756	0.001	0.0002
1757	0.004	0.0018
1758	0.0046	0.0012
1759	0.0506	0.0126
1760	0.2354	0.0574
1761	0.3614	0.0876
1762	0.342	0.0812
1763	0.2798	0.067
1764	0.1532	0.0402
1765	0.0778	0.0176
1766	0.0334	0.008
1767	0.0142	0.0038
1768	0.0082	0.001
1769	0.004	0.001
1770	0.0024	0.0002
1771	0.0034	0.0016
1772	0.0208	0.0048
1773	0.2218	0.0558
1774	0.369	0.0944
1775	0.2952	0.0742
1776	0.2412	0.0566
1777	0.1486	0.0378
1778	0.0704	0.0174
1779	0.0312	0.0072
1780	0.0134	0.004
1781	0.005	0.0014
1782	0.003	0.0006
1783	0.0006	0.0004
1784	0.0012	0.0006
1785	0.0126	0.003
1786	0.171	0.0386
1787	0.4714	0.1216
1788	0.2804	0.0702
1789	0.1882	0.0486
1790	0.0934	0.021
1791	0.0364	0.0068
1792	0.0136	0.0036
1793	0.0074	0.0008
1794	0.0028	0
1795	0.0012	0
1796	0.0008	0
1797	0.001	0.0004
1798	0.005	0.0012
1799	0.0526	0.0122
1800	0.3304	0.0846
1801	0.3464	0.0834
1802	0.3446	0.0892
1803	0.1756	0.0406
1804	0.087	0.0196
1805	0.0368	0.0086
1806	0.011	0.0042
1807	0.0044	0.0008
1808	0.0032	0
1809	0.0016	0
1810	0.0016	0.0002
1811	0.0044	0.0006
1812	0.0118	0.0032
1813	0.2342	0.0586
1814	0.3456	0.0902
1815	0.2566	0.0668
1816	0.1702	0.044
1817	0.0816	0.0194
1818	0.0394	0.0086
1819	0.0186	0.0038
1820	0.0062	0.0008
1821	0.0032	0.0004
1822	0.0022	0.0004
1823	0.002	0.0004
1824	0.0008	0.0002
1825	0.0098	0.0024
1826	0.1692	0.04
1827	0.4038	0.1036
1828	0.3048	0.0774
1829	0.2138	0.0528
1830	0.1254	0.0314
1831	0.0648	0.0138
1832	0.023	0.004
1833	0.008	0.002
1834	0.0032	0.0014
1835	0.0016	0.0004
1836	0.0012	0.0004
1837	0.0016	0
1838	0.0124	0.0042
1839	0.1142	0.0294
1840	0.263	0.0648
1841	0.2734	0.0724
1842	0.1874	0.046
1843	0.1286	0.0288
1844	0.0678	0.013
1845	0.0312	0.0056
1846	0.012	0.0028
1847	0.0042	0.0014
1848	0.0024	0.0008
1849	0.001	0.0002
1850	0.002	0.0008
1851	0.0058	0.0022
1852	0.0496	0.015
1853	0.1454	0.035
1854	0.2938	0.0714
1855	0.319	0.0786
1856	0.2162	0.0552
1857	0.1256	0.032
1858	0.07	0.0162
1859	0.029	0.0066
1860	0.013	0.0034
1861	0.008	0.0028
1862	0.0024	0.001
1863	0.0034	0.0008
1864	0.0046	0.001
1865	0.0098	0.0022
1866	0.1102	0.0274
1867	0.3346	0.0804
1868	0.387	0.0972
1869	0.2718	0.069
1870	0.1706	0.0428
1871	0.0882	0.0182
1872	0.04	0.0074
1873	0.0156	0.0028
1874	0.0068	0.002
1875	0.0024	0.0012
1876	0.0012	0.0004
1877	0.0008	0.0002
1878	0.0028	0.0006
1879	0.01	0.0026
1880	0.1704	0.0436
1881	0.29	0.0688
1882	0.3632	0.0886
1883	0.2686	0.0626
1884	0.1622	0.039
1885	0.0782	0.017
1886	0.0384	0.0072
1887	0.0166	0.004
1888	0.0078	0.002
1889	0.003	0.0012
1890	0.0014	0.0006
1891	0.0022	0.0004
1892	0.0042	0.0012
1893	0.022	0.0044
1894	0.3086	0.0824
1895	0.2456	0.059
1896	0.2518	0.0612
1897	0.1836	0.0444
1898	0.1072	0.0252
1899	0.05	0.011
1900	0.0192	0.0048
1901	0.0072	0.0018
1902	0.003	0.0008
1903	0.0022	0.0004
1904	0.0008	0.0002
1905	0.012	0.0024
1906	0.073	0.0172
1907	0.3152	0.0822
1908	0.303	0.0738
1909	0.285	0.072
1910	0.1712	0.0428
1911	0.089	0.0224
1912	0.0394	0.0104
1913	0.0148	0.0038
1914	0.0054	0.0018
1915	0.0028	0.0006
1916	0.0018	0.0002
1917	0.002	0.0004
1918	0.0038	0.0016
1919	0.0106	0.0016
1920	0.1606	0.0426
1921	0.2574	0.062
1922	0.3344	0.083
1923	0.2996	0.0736
1924	0.1778	0.0406
1925	0.0984	0.0242
1926	0.0398	0.0088
1927	0.0172	0.0028
1928	0.0056	0.0016
1929	0.0018	0.0008
1930	0.0016	0.0004
1931	0.0022	0.0008
1932	0.0036	0.001
1933	0.0142	0.0032
1934	0.2204	0.0516
1935	0.4584	0.1084
1936	0.4392	0.1064
1937	0.267	0.065
1938	0.1366	0.0346
1939	0.0618	0.0156
1940	0.025	0.0054
1941	0.0078	0.0018
1942	0.0024	0.0002
1943	0.0014	0
1944	0.0012	0.0002
1945	0.001	0.0004
1946	0.0022	0.0008
1947	0.0024	0.0004
1948	0.0246	0.0066
1949	0.2126	0.0478
1950	0.5072	0.126
1951	0.3356	0.082
1952	0.1942	0.0448
1953	0.1028	0.0224
1954	0.0468	0.0104
1955	0.019	0.0044
1956	0.0064	0.0018
1957	0.0026	0.0002
1958	0.0012	0.0006
1959	0.0006	0
1960	0.0012	0.0002
1961	0.0056	0.0012
1962	0.1382	0.0352
1963	0.3362	0.0812
1964	0.3784	0.0946
1965	0.2646	0.0668
1966	0.1534	0.0374
1967	0.073	0.0186
1968	0.033	0.0074
1969	0.0124	0.0042
1970	0.0038	0.0006
1971	0.0018	0
1972	0.0006	0
1973	0.0006	0
1974	0.0024	0.0002
1975	0.0126	0.0026
1976	0.2792	0.064
1977	0.5016	0.1296
1978	0.289	0.0718
1979	0.2218	0.0564
1980	0.1106	0.029
1981	0.0504	0.0106
1982	0.0176	0.0036
1983	0.007	0.0024
1984	0.0022	0.0006
1985	0.0012	0.0002
1986	0.0006	0
1987	0.0016	0.0002
1988	0.006	0.0016
1989	0.0794	0.0186
1990	0.349	0.088
1991	0.3236	0.0826
1992	0.2704	0.0644
1993	0.1818	0.043
1994	0.096	0.0234
1995	0.0454	0.0138
1996	0.0164	0.004
1997	0.0066	0.0022
1998	0.0032	0.0016
1999	0.0012	0.0006
2000	0.0012	0.0002
2001	0.0052	0.0024
2002	0.022	0.0056
2003	0.1632	0.0374
2004	0.4614	0.1124
2005	0.3716	0.0944
2006	0.2568	0.0644
2007	0.119	0.0274
2008	0.0554	0.0128
2009	0.0236	0.0048
2010	0.0094	0.0016
2011	0.0038	0.0006
2012	0.0018	0.0002
2013	0.0012	0
2014	0.0006	0
2015	0.0036	0.0008
2016	0.026	0.0056
2017	0.375	0.095
2018	0.3334	0.0832
2019	0.3104	0.0746
2020	0.1652	0.038
2021	0.0846	0.0194
2022	0.036	0.0074
2023	0.0144	0.0024
2024	0.0048	0.0008
2025	0.003	0.0004
2026	0.0016	0.0006
2027	0.0008	0.0002
2028	0.0048	0.0008
2029	0.028	0.007
2030	0.289	0.0726
2031	0.3588	0.0946
2032	0.266	0.0654
2033	0.155	0.0372
2034	0.0808	0.019
2035	0.0336	0.0082
2036	0.0136	0.0032
2037	0.0048	0.0018
2038	0.0014	0.0006
2039	0.0018	0.0002
2040	0.0004	0
2041	0.0014	0.0002
2042	0.0052	0.0006
2043	0.1188	0.027
2044	0.4536	0.1112
2045	0.3998	0.0978
2046	0.3028	0.0762
2047	0.1744	0.046
2048	0.0906	0.0224
2049	0.0428	0.009
2050	0.0132	0.0026
2051	0.0054	0.001
2052	0.0014	0.0008
2053	0.0016	0.0004
2054	0.001	0.0002
2055	0.005	0.0014
2056	0.0344	0.0084
2057	0.2278	0.0604
2058	0.253	0.0644
2059	0.2704	0.0668
2060	0.221	0.0514
2061	0.1524	0.0374
2062	0.0806	0.0194
2063	0.0408	0.0106
2064	0.0166	0.0038
2065	0.0066	0.002
2066	0.0024	0.0008
2067	0.0016	0.0006
2068	0.009	0.002
2069	0.027	0.007
2070	0.2298	0.061
2071	0.2224	0.0546
2072	0.2568	0.0604
2073	0.205	0.0466
2074	0.1446	0.0324
2075	0.0796	0.0142
2076	0.034	0.0062
2077	0.014	0.003
2078	0.0076	0.0018
2079	0.0044	0.0012
2080	0.0022	0.0006
2081	0.0136	0.0028
2082	0.09	0.0238
2083	0.2046	0.0494
2084	0.3376	0.0842
2085	0.3052	0.0778
2086	0.2258	0.057
2087	0.1078	0.0248
2088	0.052	0.012
2089	0.02	0.0062
2090	0.0072	0.0024
2091	0.0032	0.0014
2092	0.0014	0.0006
2093	0.0022	0.0004
2094	0.0006	0.0008
2095	0.0048	0.0014
2096	0.044	0.0098
2097	0.3604	0.0884
2098	0.4074	0.1024
2099	0.2482	0.0632
2100	0.1542	0.038
2101	0.0732	0.0182
2102	0.0324	0.008
2103	0.0124	0.0032
2104	0.0036	0.0014
2105	0.0012	0.0002
2106	0.0018	0.0002
2107	0.0008	0.0002
2108	0.0014	0.0002
2109	0.0026	0.0006
2110	0.024	0.006
2111	0.2426	0.058
2112	0.3972	0.1026
2113	0.2666	0.0638
2114	0.193	0.0484
2115	0.1028	0.0276
2116	0.0484	0.012
2117	0.022	0.004
2118	0.0084	0.0012
2119	0.0038	0.0008
2120	0.0022	0
2121	0.0014	0.0002
2122	0.0016	0.0006
2123	0.0194	0.005
2124	0.2468	0.0638
2125	0.2956	0.0694
2126	0.3256	0.0782
2127	0.2072	0.0488
2128	0.113	0.0276
2129	0.0524	0.012
2130	0.0238	0.005
2131	0.0086	0.0018
2132	0.0034	0.0006
2133	0.0014	0.0002
2134	0.001	0.0004
2135	0.0026	0.0008
2136	0.007	0.0026
2137	0.0856	0.0192
2138	0.413	0.1012
2139	0.3918	0.0972
2140	0.2432	0.0636
2141	0.1238	0.033
2142	0.059	0.0152
2143	0.0222	0.0052
2144	0.0096	0.0026
2145	0.0036	0.001
2146	0.0016	0.0002
2147	0.001	0.0004
2148	0.0008	0.0004
2149	0.003	0.0002
2150	0.0132	0.0038
2151	0.1898	0.0468
2152	0.3734	0.0912
2153	0.3414	0.0814
2154	0.2872	0.0736
2155	0.1694	0.0428
2156	0.0848	0.0202
2157	0.039	0.008
2158	0.0156	0.0036
2159	0.0054	0.0014
2160	0.0036	0.0002
2161	0.002	0.0002
2162	0.002	0.0006
2163	0.015	0.003
2164	0.2084	0.0512
2165	0.3706	0.0914
2166	0.3184	0.0838
2167	0.2282	0.058
2168	0.1348	0.0364
2169	0.066	0.0184
2170	0.0284	0.0084
2171	0.0102	0.003
2172	0.0042	0.001
2173	0.002	0.0004
2174	0.0018	0.0002
2175	0.0024	0.0002
2176	0.0184	0.005
2177	0.2204	0.0552
2178	0.3318	0.081
2179	0.3454	0.088
2180	0.2138	0.0538
2181	0.1216	0.0292
2182	0.0578	0.0148
2183	0.0242	0.0062
2184	0.009	0.0034
2185	0.0044	0.0008
2186	0.0016	0.0006
2187	0.002	0.0002
2188	0.0016	0.0002
2189	0.0058	0.0026
2190	0.0538	0.0112
2191	0.359	0.0888
2192	0.3724	0.0916
2193	0.2836	0.071
2194	0.1372	0.0344
2195	0.0698	0.0156
2196	0.03	0.006
2197	0.0128	0.0026
2198	0.0052	0.0008
2199	0.0024	0.0004
2200	0.0006	0
2201	0.0012	0.0002
2202	0.0022	0
2203	0.0022	0.0004
2204	0.0208	0.0062
2205	0.2178	0.0546
2206	0.3536	0.0914
2207	0.308	0.0724
2208	0.2494	0.062
2209	0.1328	0.0314
2210	0.0646	0.0146
2211	0.0292	0.0062
2212	0.0112	0.0024
2213	0.0042	0.0006
2214	0.0014	0.0002
2215	0.0004	0.0002
2216	0.0024	0.0004
2217	0.0128	0.0036
2218	0.1318	0.0298
2219	0.435	0.0988
2220	0.523	0.1292
2221	0.281	0.0684
2222	0.1456	0.036
2223	0.0686	0.0162
2224	0.0278	0.0062
2225	0.0112	0.002
2226	0.003	0.0012
2227	0.0032	0
2228	0.0004	0
2229	0.0004	0
2230	0.0004	0
2231	0.0012	0.0002
2232	0.0022	0.0004
2233	0.0356	0.0074
2234	0.3694	0.0992
2235	0.2012	0.0524
2236	0.2242	0.0556
2237	0.1676	0.045
2238	0.085	0.0196
2239	0.0402	0.009
2240	0.0178	0.0034
2241	0.0064	0.002
2242	0.0022	0.0004
2243	0.0012	0.0006
2244	0.0004	0
2245	0.0258	0.0038
2246	0.3318	0.0762
2247	0.5076	0.127
2248	0.2758	0.0694
2249	0.1576	0.038
2250	0.0788	0.0166
2251	0.032	0.0082
2252	0.0124	0.002
2253	0.0032	0.001
2254	0.0016	0.0002
2255	0.0014	0.0002
2256	0.0002	0.0004
2257	0.0012	0.0002
2258	0.0008	0.0002
2259	0.0006	0.0006
2260	0.0018	0.0006
2261	0.008	0.0024
2262	0.0866	0.0222
2263	0.2484	0.056
2264	0.424	0.1066
2265	0.2692	0.0706
2266	0.173	0.0448
2267	0.0868	0.0214
2268	0.0424	0.008
2269	0.0184	0.0038
2270	0.0062	0.001
2271	0.0016	0.0004
2272	0.0008	0.0002
2273	0.0004	0.0002
2274	0.0018	0.0004
2275	0.009	0.0032
2276	0.085	0.0198
2277	0.3634	0.0892
2278	0.386	0.097
2279	0.2672	0.0612
2280	0.1642	0.0346
2281	0.0838	0.0166
2282	0.0378	0.0092
2283	0.014	0.0038
2284	0.005	0.001
2285	0.0018	0.0004
2286	0.0012	0.0004
2287	0.001	0.0002
2288	0.002	0.0008
